ID_XBXXZ	Word_XBXXZ
365	Fox
366	Asshole
367	Son of Bitch
368	娼妓
369	Mix Agg
370	杂种
371	荡妇
372	放屁
373	做鸭
374	龟公
375	杂毛崽
376	吊巴
377	龟头
378	睾丸
379	囗交
380	干你娘
381	王八龟蛋
382	淋病
383	胩水
384	毛泽东语录
385	烂逼
386	军妓
387	二奶
388	孙子
389	下流坯子
390	靠你妈妈
391	精子汤
392	破鞋
393	日你妈
394	猪头三
395	龟儿子
396	混蛋
397	趣嘉
398	GM
399	〖
400	〗
401	【
402	】
403	发邮件
404	玩家邮件
405	系统邮件
406	系
407	防沉迷
408	大明龙权
409	大明 龙权
410	大 明 龙 权
411	大 明龙权
412	大明龙 权
413	大 明龙 权
414	永恒 之塔
415	永 恒 之 塔
416	永 恒之塔
417	永恒之 塔
418	永恒之塔
419	Aion
420	aion
421	ＡＩＯＮ
422	ａｉｏｎ
423	Ａｉｏｎ
424	A ion
425	Ai on
426	Aio n
427	A i o n
428	a ion
429	ai on
430	aio n
431	a i o n
432	Ａ ｉｏｎ
433	Ａｉ ｏｎ
434	Ａｉｏ　ｎ
435	Ａ ｉ ｏ ｎ
436	Ａ ＩＯＮ
437	ＡＩ　ＯＮ
438	ＡＩＯ　Ｎ
439	Ａ Ｉ　Ｏ　Ｎ
440	ａ　ｉｏｎ
441	ａｉ　ｏｎ
442	ａｉｏ　ｎ
443	ａ　ｉ　ｏ　ｎ
444	屄
445	屌
446	鸠
447	尿
448	飚
449	肏
450	】
451	〗
452	操
453	稣
454	蝬
455	肏
456	滚
457	【
458	屎
459	屄
460	ダ
461	睾
462	〖
463	大会
464	总局
465	老母
466	法院
467	总理
468	主席
469	基督
470	王八
471	鸦片
472	抗日
473	黄菊
474	拉克
475	布朗
476	复辟
477	四清
478	东突
479	乳房
480	月经
481	藏独
482	傻逼
483	歇逼
484	菜逼
485	贱逼
486	穷逼
487	骚逼
488	操你
489	操蛋
490	你妈
491	娘的
492	色情
493	淫荡
494	中央
495	下贱
496	欠日
497	欠操
498	鸡奸
499	日爽
500	阴唇
501	淫水
502	歪逼
503	太监
504	操逼
505	阴道
506	蠢猪
507	屁股
508	鸡鸡
509	达赖
510	傻屄
511	倭国
512	大法
513	大麻
514	吹萧
515	傻吊
516	逼毛
517	结扎
518	荡妇
519	骚货
520	骡子
521	道教
522	阴蒂
523	呆逼
524	人妖
525	逼嘴
526	光锭
527	屌毛
528	腚眼
529	杂碎
530	婊子
531	打炮
532	梅毒
533	新党
534	骚扰
535	娼妓
536	杂种
537	独立
538	作室
539	肛交
540	列宁
541	罗干
542	李鹏
543	小泉
544	共匪
545	狗屁
546	大便
547	撒尿
548	淫秽
549	阴部
550	示威
551	军妓
552	军委
553	机巴
554	鸡巴
555	鸡八
556	机八
557	韩光
558	妈比
559	李昌
560	客服
561	游行
562	圆满
563	彭冲
564	奶子
565	朱德
566	康生
567	日你
568	林彪
569	你姥
570	叶群
571	陈毅
572	贺龙
573	谭政
574	食屎
575	ㄐ八
576	ㄐ巴
577	ㄐ掰
578	高岗
579	项英
580	中共
581	国军
582	阿扁
583	反共
584	反动
585	安拉
586	反党
587	安南
588	镇压
589	罢工
590	版署
591	六四
592	文革
593	外阴
594	保钓
595	子宫
596	处女
597	暴动
598	暴徒
599	精子
600	笨屄
601	公安
602	冰毒
603	卵子
604	屁眼
605	口交
606	色情
607	作爱
608	朱德
609	布什
610	主席
611	普金
612	自焚
613	小泉
614	宗教
615	总局
616	总理
617	做爱
618	插你
619	插妳
620	王八
621	朝鲜
622	车臣
623	三八
624	贱货
625	阉掉
626	痔疮
627	放屁
628	做鸭
629	龟公
630	吊巴
631	睾丸
632	法轮
633	囗交
634	淋病
635	胩水
636	法院
637	反日
638	废物
639	二奶
640	干妳
641	孙子
642	破鞋
643	干你
644	混蛋
645	台独
646	女支
647	中奖
648	通告
649	通知
650	屁股
651	操逼
652	军妓
653	龟头
654	卖淫
655	骚货
656	淫荡
657	淫秽
658	淫娃
659	强奸
660	轮奸
661	叫床
662	鸡鸡
663	喝奶
664	升天
665	爱滋
666	老母
667	淫水
668	乳房
669	嫖客
670	吹萧
671	包皮
672	连战
673	联大
674	月经
675	荡妇
676	机巴
677	鸡八
678	鸡巴
679	张震
680	人弹
681	杀/
682	人大
683	陈云
684	万里
685	王震
686	傻比
687	方毅
688	彭真
689	杨勇
690	阴部
691	阴唇
692	阴道
693	阴茎
694	阴毛
695	共军
696	共匪
697	臭B
698	傻B
699	K粉
700	屌7
701	烂B
702	私F
703	S服
704	私服
705	wG
706	外挂
707	鸡叭
708	鸡芭
709	懒叫
710	孙文
711	懒教
712	靠腰
713	台办
714	台独
715	台联
716	操妳
717	含捻
718	口交
719	快克
720	屌西
721	拉登
722	卖淫
723	屌你
724	屌妳
725	屌鸠
726	屌七
727	鸠屎
728	密宗
729	蔓ぺ
730	暗稲
731	疆独
732	烂屌
733	烂逼
734	叫床
735	官/
736	烂屄
737	侨办
738	网管
739	六四
740	龟头
741	奶头
742	我操
743	我干
744	吴仪
745	ㄇㄞ
746	鲜族
747	妈祖
748	吗啡
749	马的
750	妈的
751	江青
752	吴德
753	凯丰
754	邓发
755	刘淇
756	陈良
757	王刚
758	何勇
759	虐待
760	彭真
761	屁眼
762	嫖客
763	仆街
764	普京
765	代练
766	华夏
767	赌场
768	堵场
769	嫖妓
770	婊子
771	列宁
772	林彪
773	我干
774	食屎
775	民运
776	傻屄
777	傻逼
778	天皇
779	舔西
780	二屄
781	二逼
782	笨逼
783	太监
784	我操
785	装逼
786	装屄
787	鸡叭
788	鸡芭
789	鸡掰
790	你姥
791	基督
792	屄毛
793	江八
794	逼毛
795	妓女
796	妓院
797	屌毛
798	刘淇
799	淫毛
800	王刚
801	烂逼
802	烂屌
803	烂屄
804	比的
805	ㄐ掰
806	ㄐ巴
807	吴仪
808	王克
809	傅杰
810	乔石
811	性交
812	学潮
813	丫的
814	鸦片
815	花柳
816	谢非
817	黄菊
818	回回
819	回教
820	机八
821	地震
822	赌博
823	吸毒
824	坐庄
825	抽头
826	乱伦
827	开房
828	GM
829	JB
830	sb
831	金日成
832	金正日
833	江主席
834	美国佬
835	鸦片渣
836	梁光烈
837	膏药旗
838	工程院
839	工商局
840	公安部
841	公安局
842	廖锡龙
843	王瑞林
844	韩杼滨
845	曹庆泽
846	周子玉
847	夏赞忠
848	刘丽英
849	祁培文
850	科技部
851	可待因
852	死全家
853	宋楚瑜
854	宋祖英
855	孙逸仙
856	孙中山
857	他马的
858	李至伦
859	李登柱
860	赵洪祝
861	袁纯清
862	习近平
863	龙少爷
864	刘华清
865	美利坚
866	杨白冰
867	秘书长
868	民航局
869	民进党
870	邹家华
871	唐家璇
872	陈希同
873	天安门
874	钱其琛
875	铁道部
876	统计局
877	装屄呢
878	谭绍文
879	外汇局
880	尉键行
881	叶剑英
882	本拉登
883	李先念
884	计生委
885	监察部
886	慰安妇
887	王乐泉
888	王兆国
889	聂荣臻
890	倪志福
891	徐向前
892	胡耀邦
893	华国锋
894	华建敏
895	廖承志
896	回良玉
897	刘少奇
898	刘云山
899	秦基伟
900	人代会
901	陈慕华
902	邓力群
903	一夜情
904	伊斯兰
905	操妳娘
906	抑制剂
907	气象局
908	强奸犯
909	旅游局
910	陈丕显
911	胡启立
912	郝建秀
913	薄一波
914	俞正声
915	许世友
916	摩门教
917	谭震林
918	穆斯林
919	李维汉
920	妳妈的
921	妳娘的
922	南联盟
923	黄克诚
924	农业部
925	国研室
926	国资委
927	王鹤寿
928	海洛因
929	海洋局
930	贺国强
931	作人员
932	死GD
933	工作室
934	老毛子
935	李长春
936	李登辉
937	李洪志
938	李宏志
939	李岚清
940	李瑞环
941	李铁映
942	联合国
943	迟浩田
944	粮食局
945	林业局
946	张万年
947	驶你爸
948	驶你公
949	姜春云
950	驶你母
951	驶你娘
952	水利部
953	司法部
954	斯大林
955	傅全有
956	于永波
957	他马的
958	威而钢
959	威而柔
960	卫生部
961	尉健行
962	温家宝
963	她马的
964	文化部
965	江核心
966	习仲勋
967	蒋介石
968	蒋经国
969	蒋中正
970	交通部
971	教育部
972	亲民党
973	吕秀莲
974	民政部
975	他ㄇ的
976	大会堂
977	韦国清
978	吴邦国
979	吴官正
980	乌兰夫
981	希拉克
982	希特勒
983	马克思
984	他ㄇㄞ
985	马英九
986	邓颖超
987	李德生
988	麦角酸
989	国管局
990	杨尚昆
991	杨得志
992	余秋里
993	国民党
994	宋任穷
995	国务院
996	监管局
997	检察院
998	建设部
999	张廷发
1000	信访局
1001	胡乔木
1002	兴奋剂
1003	性无能
1004	黑手党
1005	胡锦涛
1006	可卡叶
1007	可卡因
1008	克林顿
1009	B博士
1010	大血B
1011	淫 水
1012	K他命
1013	罗 干
1014	阴 户
1015	六四
1016	大花B
1017	你妈B
1018	sex
1019	TMD
1020	kao
1021	nnd
1022	fuc
1023	NMD
1024	fuk
1025	Fag
1026	BnB
1027	西藏国
1028	国民党
1029	胡锦涛
1030	蒋介石
1031	贾庆林
1032	法轮功
1033	李洪志
1034	曾国庆
1035	张德江
1036	反革命
1037	走资派
1038	黑五类
1039	红卫兵
1040	大跃进
1041	浮夸风
1042	朱鎔基
1043	尉健行
1044	李岚清
1045	国务院
1046	中南海
1047	李洪治
1048	李登辉
1049	萨达姆
1050	你大爷
1051	完蛋操
1052	奶奶的
1053	塞你娘
1054	塞你爸
1055	塞你公
1056	塞你母
1057	驶你娘
1058	你妈逼
1059	驶你爸
1060	驶你母
1061	驶你公
1062	陷家铲
1063	克林顿
1064	干你娘
1065	瘸腿帮
1066	吴邦国
1067	温家宝
1068	曾庆红
1069	妳马的
1070	人事部
1071	吴官正
1072	李长春
1073	吴桂贤
1074	食捻屎
1075	李瑞环
1076	柯庆施
1077	李雪峰
1078	宋庆龄
1079	彭珮云
1080	王汉斌
1081	精子汤
1082	安理会
1083	安眠酮
1084	安全部
1085	装逼呢
1086	陈伯达
1087	办公厅
1088	日你妈
1089	李贵鲜
1090	日你娘
1091	日他娘
1092	扎卡维
1093	真理教
1094	真善忍
1095	指导员
1096	质检局
1097	致幻剂
1098	陈独秀
1099	档案局
1100	盗窃犯
1101	地震局
1102	张立昌
1103	电监会
1104	钓鱼岛
1105	钓鱼台
1106	乡巴佬
1107	猪头三
1108	小日本
1109	新华社
1110	新闻办
1111	周永康
1112	董文华
1113	懂文华
1114	恩格斯
1115	发改委
1116	郭伯雄
1117	曹刚川
1118	法西斯
1119	法制办
1120	曾培炎
1121	干拎娘
1122	龟儿子
1123	干妳娘
1124	干你妈
1125	烟草局
1126	摇头丸
1127	摇头玩
1128	一贯道
1129	徐才厚
1130	干七八
1131	港澳办
1132	死GM
1133	赌 场
1134	陈良宇
1135	淘宝网
1136	王从吾
1137	马国瑞
1138	韩天石
1139	汪东兴
1140	刘伯承
1141	纪登奎
1142	苏振华
1143	陈永贵
1144	陈锡联
1145	王洪文
1146	操妳妈
1147	张春桥
1148	姚文元
1149	干你妈
1150	乔冠华
1151	毛泽东
1152	李作鹏
1153	邱会作
1154	黄永胜
1155	林伯渠
1156	罗荣桓
1157	彭德怀
1158	恩格斯
1159	张闻天
1160	陆定一
1161	王稼祥
1162	干妳妈
1163	刘澜涛
1164	任弼时
1165	赵紫阳
1166	林祖涵
1167	苏兆征
1168	胡耀邦
1169	李立三
1170	刘少奇
1171	共产党
1172	邓小平
1173	江泽民
1174	任建新
1175	徐匡迪
1176	食捻屎
1177	李光耀
1178	日他娘
1179	薄一波
1180	性生活
1181	歪歪逼
1182	操你妈
1183	操你娘
1184	搞你娘
1185	王八蛋
1186	三八婆
1187	十三点
1188	骚婆娘
1189	狗爪子
1190	处女膜
1191	董文华
1192	懂文华
1193	您娘痒
1194	小表子
1195	月经带
1196	打飞机
1197	日你娘
1198	杂毛崽
1199	干你娘
1200	干妳娘
1201	干拎娘
1202	你妈的
1203	中科院
1204	中南海
1205	中宣部
1206	董必武
1207	成克杰
1208	瞿秋白
1209	周恩来
1210	萨达姆
1211	塞你爸
1212	赛你公
1213	蔡庆林
1214	蔡和森
1215	塞你母
1216	姚依林
1217	卢福坦
1218	曹钢川
1219	测绘局
1220	保监会
1221	保密局
1222	向忠发
1223	布莱尔
1224	财政部
1225	参事室
1226	塞你娘
1227	顾顺章
1228	三唑仑
1229	外交部
1230	外专局
1231	周永康
1232	朱鎔基
1233	转法轮
1234	国安局
1235	安全局
1236	王乐泉
1237	产权局
1238	陈良宇
1239	陈水扁
1240	陈至立
1241	吹喇叭
1242	王兆国
1243	催情药
1244	杀人犯
1245	文物局
1246	回良玉
1247	大麻油
1248	大卫教
1249	日你妈
1250	党主席
1251	观世音
1252	李继耐
1253	丁关根
1254	广电局
1255	龟儿子
1256	龟孙子
1257	郭伯雄
1258	国防部
1259	田纪云
1260	朱镕基
1261	邮政局
1262	商务部
1263	社科院
1264	神经病
1265	审计署
1266	生鸦片
1267	新疆国
1268	藏青会
1269	藏妇会
1270	奥巴马
1271	热比娅
1272	新闻出版
1273	台独万岁
1274	-->
1275	CCTV
1276	新疆分裂
1277	phuc
1278	piss
1279	sega
1280	sh!t
1281	SHIT
1282	shyt
1283	suck
1284	tnnd
1285	中建科技
1286	跑跑网络
1287	自治机关
1288	粗制吗啡
1289	大麻树脂
1290	代表大会
1291	弟大物勃
1292	帝国主义
1293	东条英机
1294	新闻出版
1295	东亚病夫
1296	系统新闻
1297	系统公告
1298	信息发布
1299	信息专员
1300	系统提示
1301	系统通知
1302	中奖公告
1303	奖励公告
1304	中奖通告
1305	中奖通知
1306	操你祖宗
1307	操妳祖宗
1308	阴小撕大
1309	弟大物勃
1310	以茎至洞
1311	国共合作
1312	中华民国
1313	青天白日
1314	她他妈的
1315	武力统一
1316	戒急用忍
1317	三民主义
1318	和平演变
1319	台湾独立
1320	东条英机
1321	操你全家
1322	王八龟蛋
1323	政治封锁
1324	政治打击
1325	人体炸弹
1326	日你先人
1327	ㄙㄞ你母
1328	ㄙㄞ你娘
1329	阿拉法特
1330	安非他命
1331	安全监管
1332	中共中央
1333	中医药局
1334	赛你老师
1335	操你妈屄
1336	你妈的比
1337	赫鲁晓夫
1338	法轮大法
1339	基地组织
1340	干你老母
1341	恐怖主义
1342	干妳老母
1343	操你老妈
1344	操你老母
1345	国家民委
1346	你娘的比
1347	操你奶奶
1348	操你大爷
1349	丫头养的
1350	塞你老师
1351	驶你老母
1352	ㄙㄞ你爸
1353	ㄙㄞ你妈
1354	人大代表
1355	一国两制
1356	以茎制洞
1357	妈卖妈屁
1358	马卖马屁
1359	人民广场
1360	驶你老师
1361	穆罕默德
1362	妳老母的
1363	你姥姥的
1364	海关总署
1365	干你妈b
1366	DICK
1367	FUCK
1368	B168
1369	Ｂ１６８
1370	尖 阁列
1371	陈 良宇
1372	淘宝 网
1373	奇迹世界
1374	活动专员
1375	活动人员
1376	官方专员
1377	狗娘养的
1378	5173
1379	Ｐ１８８
1380	干妳老母
1381	干你妈逼
1382	高丽棒子
1383	共产主义
1384	光明日报
1385	阴小撕大
1386	国民政府
1387	社会主义
1388	政治压迫
1389	政治迫害
1390	政治避难
1391	驶你老师
1392	水去车仑
1393	根正苗红
1394	下流坯子
1395	牛鬼蛇神
1396	靠你妈妈
1397	批林批孔
1398	马卖马屁
1399	西藏喇嘛
1400	超英赶美
1401	靖国神社
1402	不得不内
1403	上山下乡
1404	三反五反
1405	你姥姥的
1406	恐怖分子
1407	恐怖主义
1408	新疆独立
1409	西藏独立
1410	残花败柳
1411	蒙古达子
1412	人大代表
1413	人民日报
1414	言论自由
1415	三去车仑
1416	本拉登
1417	草死gm
1418	shit
1419	piss
1420	phuc
1421	DICK
1422	cunt
1423	damm
1424	damn
1425	fuck
1426	cctv
1427	西藏分裂
1428	Ｂ168
1429	b１６８
1430	P188
1431	毛泽东语录
1432	别他妈的装
1433	英雄纪念碑
1434	原子能机构
1435	操你妈个B
1436	梅德韦杰夫
1437	中央政治局
1438	社保基金会
1439	人民大会堂
1440	ㄙㄞ你老母
1441	乌龟王八蛋
1442	国防科工委
1443	反恐委员会
1444	十八代祖宗
1445	经社理事会
1446	军事委员会
1447	文化大革命
1448	地富反坏右
1449	中央电视台
1450	狂操你全家
1451	操你妈个屄
1452	劳动保障局
1453	安全理事会
1454	青天白日旗
1455	二乙基酰胺
1456	天安门事件
1457	小泉纯一郎
1458	日你妈啦逼
1459	国土资源部
1460	中国共产党
1461	信息产业部
1462	小日本鬼子
1463	ㄙㄞ你老师
1464	日你妈啦屄
1465	江core
1466	Admin
1467	bitch
1468	penis
1469	screw
1470	51 73
1471	奇 迹世界
1472	龙与地下城
1473	尖 阁 列
1474	大日本帝国
1475	陈 良 宇
1476	淘 宝 网
1477	奇 迹世界
1478	奇迹 世界
1479	奇迹世 界
1480	5173网
1481	517 3
1482	5 173
1483	炸了天安门
1484	六．四运动
1485	6.4运动
1486	回民吃猪肉
1487	七.五事件
1488	7.5事件
1489	发展研究中心
1490	拉姆斯菲尔德
1491	国家主要部委
1492	官方活动专员
1493	日本RING
1494	fosaon
1495	snatch
1496	奇 迹 世界
1497	大 日本帝国
1498	大日本 帝国
1499	5173 网
1500	5 1 73
1501	台湾岛国万岁
1502	司马义·艾买提
1503	中国人民志愿军
1504	阿沛·阿旺晋美
1505	经济社会理事会
1506	中国人民解放军
1507	赛福鼎·艾则孜
1508	中华人民共和国
1509	法 轮 大 法
1510	asshole
1511	@sshole
1512	a$$hole
1513	shengda
1514	as$hole
1515	a$shole
1516	bastard
1517	奇 迹 世 界
1518	大 日本 帝国
1519	5 1 7 3
1520	bastard
1521	asshole
1522	as$hole
1523	热比娅·卡德尔
1524	台湾岛国独立万岁
1525	orgasmus
1526	butthead
1527	butthead
1528	你呀的鸡巴长歪了吧
1529	以为你是太监我就怕你
1530	你以为你装屄就能骗我
1531	你以为你装逼就能骗我
1532	GAMEMASTER
1533	www.5173.COM
1534	WWW。5173。COM
1535	ww。TAOBAO。COM
1536	www.TAOBAO.COM
1537	ダ
1538	鸨
1539	屄
1540	操
1541	肏
1542	繹
1543	淫
1544	砸
1545	臟
1546	蝬
1547	肔
1548	础
1549	捻
1550	嬲
1551	蘖
1552	纀
1553	党
1554	踢
1555	瞳
1556	屌
1557	洱
1558	奸
1559	鸠
1560	羂
1561	靠
1562	睾
1563	滚
1564	腂
1565	党
1566	肔
1567	腂
1568	纀
1569	羂
1570	闹事
1571	游行
1572	暴动
1573	暴乱
1574	七五
1575	4f
1576	av
1577	B样
1578	g8
1579	GM
1580	gm
1581	ＧＭ
1582	J8
1583	JB
1584	K粉
1585	MB
1586	sb
1587	sf
1588	WG
1589	ㄇㄞ
1590	ㄐ八
1591	ㄐ巴
1592	ㄐ掰
1593	阿扁
1594	阿娇
1595	阿拉
1596	爱液
1597	爱滋
1598	安拉
1599	安南
1600	暗稲
1601	八九
1602	八老
1603	八一
1604	巴赫
1605	罢餐
1606	罢工
1607	罢考
1608	罢课
1609	罢食
1610	白粉
1611	白梦
1612	柏芝
1613	班禅
1614	版署
1615	绑架
1616	包皮
1617	保钓
1618	报禁
1619	鲍戈
1620	鲍彤
1621	暴发
1622	暴徒
1623	暴政
1624	爆动
1625	爆发
1626	爆轰
1627	爆炸
1628	北韩
1629	贝肉
1630	被盗
1631	笨屄
1632	笨逼
1633	屄毛
1634	逼毛
1635	逼样
1636	比的
1637	标会
1638	标语
1639	婊子
1640	冰点
1641	冰毒
1642	波胆
1643	博彩
1644	博讯
1645	布局
1646	布什
1647	菜b
1648	菜逼
1649	藏传
1650	藏独
1651	藏民
1652	藏人
1653	藏族
1654	操b
1655	操逼
1656	操比
1657	操蛋
1658	操妳
1659	操你
1660	操他
1661	草你
1662	插妳
1663	插你
1664	插入
1665	柴玲
1666	昌都
1667	常劲
1668	朝鲜
1669	车臣
1670	车仑
1671	陈军
1672	陈良
1673	陈蒙
1674	陈毅
1675	陈云
1676	懒叫
1677	懒教
1678	烂B
1679	烂b
1680	烂屄
1681	烂逼
1682	烂比
1683	烂屌
1684	烂货
1685	劳改
1686	劳教
1687	老兵
1688	老江
1689	老毛
1690	老母
1691	雷汞
1692	雷管
1693	李昌
1694	可卡
1695	客报
1696	客服
1697	恐怖
1698	口交
1699	快感
1700	快克
1701	狂操
1702	纊繴
1703	拉案
1704	拉登
1705	喇嘛
1706	蓝营
1707	颜射
1708	艳照
1709	阳精
1710	阳具
1711	阳痿
1712	杨巍
1713	杨勇
1714	杨周
1715	摇奖
1716	耶稣
1717	叶群
1718	夜情
1719	伊朗
1720	移动
1721	遗精
1722	疑案
1723	义解
1724	亦凡
1725	意志
1726	阴部
1727	阴唇
1728	阴道
1729	阴蒂
1730	阴沟
1731	阴核
1732	阴户
1733	阴茎
1734	阴毛
1735	阴水
1736	淫荡
1737	淫妇
1738	淫秽
1739	淫毛
1740	淫水
1741	淫图
1742	淫娃
1743	淫穴
1744	淫贼
1745	引爆
1746	应召
1747	硬挺
1748	游衍
1749	右派
1750	幼齿
1751	幼女
1752	舆论
1753	玉杵
1754	圆满
1755	曰本
1756	月经
1757	岳武
1758	杂种
1759	早饭
1760	则民
1761	择民
1762	泽民
1763	贼民
1764	炸弹
1765	炸药
1766	张钢
1767	张健
1768	张林
1769	张震
1770	招妓
1771	召会
1772	赵南
1773	哲民
1774	真相
1775	真象
1776	阵线
1777	镇压
1778	正念
1779	郑义
1780	郑源
1781	政变
1782	政府
1783	政权
1784	支那
1785	中功
1786	中共
1787	中国
1788	中华
1789	中特
1790	中央
1791	周群
1792	周旋
1793	朱德
1794	朱林
1795	朱琳
1796	朱毛
1797	珠宝
1798	猪操
1799	猪毛
1800	猪肉
1801	主席
1802	主义
1803	驻藏
1804	驻军
1805	专政
1806	专制
1807	转化
1808	庄家
1809	装屄
1810	装逼
1811	孖牌
1812	子宫
1813	梓霖
1814	自焚
1815	自杀
1816	自慰
1817	自由
1818	宗教
1819	总监
1820	总局
1821	总理
1822	纵火
1823	走私
1824	组织
1825	左派
1826	左翼
1827	作爱
1828	作秀
1829	做爱
1830	做车
1831	做牌
1832	吸毒
1833	开房
1834	扔鞋
1835	阅兵
1836	脀繼
1837	程凯
1838	程真
1839	赤匪
1840	赤化
1841	冲击
1842	冲突
1843	抽水
1844	臭b
1845	出海
1846	出卖
1847	出售
1848	传单
1849	吹萧
1850	吹箫
1851	春宫
1852	春药
1853	蠢猪
1854	粗大
1855	催泪
1856	达赖
1857	答案
1858	打倒
1859	打炮
1860	大b
1861	大逼
1862	大比
1863	大便
1864	大波
1865	大法
1866	大麻
1867	大师
1868	大史
1869	替考
1870	天皇
1871	天怒
1872	天葬
1873	舔奶
