ID_XBXXZ	Name_XBXXZ	GiftType_XBXXZ	Level_XBXXZ	UpExp_XBXXZ	AddExpPerDay_XBXXZ	ExpItem_XBXXZ	Desc_XBXXZ	Icon_XBXXZ	MaxAttack_XBXXZ	MaxDefence_XBXXZ	MaxDodge_XBXXZ	MaxBang_XBXXZ	MaxASpeed_XBXXZ	Body_XBXXZ	Skill_XBXXZ	EffectType_XBXXZ	EffectNum_XBXXZ
7	[本命]白虹剑	1	3	2250	110	809	白虹剑成为本命法宝后，3.5%几率反弹对方对自己造成的伤害。	539	300					350		8	350
7	[本命]白虹剑	1	4	3375	116	809	白虹剑成为本命法宝后，4.0%几率反弹对方对自己造成的伤害。	539	400					500		8	400
7	[本命]白虹剑	1	5	5063	122	809	白虹剑成为本命法宝后，4.5%几率反弹对方对自己造成的伤害。	539	500					650		8	450
7	[本命]白虹剑	1	6	7594	128	809	白虹剑成为本命法宝后，5.0%几率反弹对方对自己造成的伤害。	539	600					800		8	500
7	[本命]白虹剑	1	7	11391	134	809	白虹剑成为本命法宝后，5.5%几率反弹对方对自己造成的伤害。	539	700					950		8	550
7	[本命]白虹剑	1	8	17086	141	809	白虹剑成为本命法宝后，6.0%几率反弹对方对自己造成的伤害。	539	800					1100		8	600
7	[本命]白虹剑	1	9	25629	148	809	白虹剑成为本命法宝后，6.5%几率反弹对方对自己造成的伤害。	539	900					1250		8	650
7	[本命]白虹剑	1	10	38443	155	809	白虹剑成为本命法宝后，7.0%几率反弹对方对自己造成的伤害。	539	1000					1400		8	700
7	[本命]白虹剑	1	11	57665	163	809	白虹剑成为本命法宝后，7.5%几率反弹对方对自己造成的伤害。	539	1100					1550		8	750
7	[本命]白虹剑	1	12	86498	171	809	白虹剑成为本命法宝后，8.0%几率反弹对方对自己造成的伤害。	539	1200					1700		8	800
7	[本命]白虹剑	1	13	129746	180	809	白虹剑成为本命法宝后，8.5%几率反弹对方对自己造成的伤害。	539	1300					1850		8	850
7	[本命]白虹剑	1	14	194620	189	809	白虹剑成为本命法宝后，9.0%几率反弹对方对自己造成的伤害。	539	1400					2000		8	900
7	[本命]白虹剑	1	15	291929	198	809	白虹剑成为本命法宝后，9.5%几率反弹对方对自己造成的伤害。	539	1500					2150		8	950
7	[本命]白虹剑	1	16	437894	208	809	白虹剑成为本命法宝后，10.0%几率反弹对方对自己造成的伤害。	539	1600					2300		8	1000
7	[本命]白虹剑	1	17	656841	218	809	白虹剑成为本命法宝后，10.5%几率反弹对方对自己造成的伤害。	539	1700					2450		8	1050
7	[本命]白虹剑	1	18	985261	229	809	白虹剑成为本命法宝后，11.0%几率反弹对方对自己造成的伤害。	539	1800					2600		8	1100
8	[本命]九阳剑	1	1	1000	100	809	九阳剑成为本命法宝后，2.5%几率反弹对方自身的攻击。	547	100					50		9	250
8	[本命]九阳剑	1	2	1500	105	809	九阳剑成为本命法宝后，3.0%几率反弹对方自身的攻击。	547	200					200		9	300
8	[本命]九阳剑	1	3	2250	110	809	九阳剑成为本命法宝后，3.5%几率反弹对方自身的攻击。	547	300					350		9	350
8	[本命]九阳剑	1	4	3375	116	809	九阳剑成为本命法宝后，4.0%几率反弹对方自身的攻击。	547	400					500		9	400
8	[本命]九阳剑	1	5	5063	122	809	九阳剑成为本命法宝后，4.5%几率反弹对方自身的攻击。	547	500					650		9	450
8	[本命]九阳剑	1	6	7594	128	809	九阳剑成为本命法宝后，5.0%几率反弹对方自身的攻击。	547	600					800		9	500
8	[本命]九阳剑	1	7	11391	134	809	九阳剑成为本命法宝后，5.5%几率反弹对方自身的攻击。	547	700					950		9	550
8	[本命]九阳剑	1	8	17086	141	809	九阳剑成为本命法宝后，6.0%几率反弹对方自身的攻击。	547	800					1100		9	600
8	[本命]九阳剑	1	9	25629	148	809	九阳剑成为本命法宝后，6.5%几率反弹对方自身的攻击。	547	900					1250		9	650
8	[本命]九阳剑	1	10	38443	155	809	九阳剑成为本命法宝后，7.0%几率反弹对方自身的攻击。	547	1000					1400		9	700
8	[本命]九阳剑	1	11	57665	163	809	九阳剑成为本命法宝后，7.5%几率反弹对方自身的攻击。	547	1100					1550		9	750
8	[本命]九阳剑	1	12	86498	171	809	九阳剑成为本命法宝后，8.0%几率反弹对方自身的攻击。	547	1200					1700		9	800
8	[本命]九阳剑	1	13	129746	180	809	九阳剑成为本命法宝后，8.5%几率反弹对方自身的攻击。	547	1300					1850		9	850
8	[本命]九阳剑	1	14	194620	189	809	九阳剑成为本命法宝后，9.0%几率反弹对方自身的攻击。	547	1400					2000		9	900
8	[本命]九阳剑	1	15	291929	198	809	九阳剑成为本命法宝后，9.5%几率反弹对方自身的攻击。	547	1500					2150		9	950
8	[本命]九阳剑	1	16	437894	208	809	九阳剑成为本命法宝后，10.0%几率反弹对方自身的攻击。	547	1600					2300		9	1000
8	[本命]九阳剑	1	17	656841	218	809	九阳剑成为本命法宝后，10.5%几率反弹对方自身的攻击。	547	1700					2450		9	1050
8	[本命]九阳剑	1	18	985261	229	809	九阳剑成为本命法宝后，11.0%几率反弹对方自身的攻击。	547	1800					2600		9	1100
9	[本命]太荒剑	1	1	1000	100	809	太荒剑成为本命法宝后，2.5%使自身攻击增加50%，持续3回合	555	100					50		11	250
9	[本命]太荒剑	1	2	1500	105	809	太荒剑成为本命法宝后，3.0%使自身攻击增加50%，持续3回合	555	200					200		11	300
9	[本命]太荒剑	1	3	2250	110	809	太荒剑成为本命法宝后，3.5%使自身攻击增加50%，持续3回合	555	300					350		11	350
9	[本命]太荒剑	1	4	3375	116	809	太荒剑成为本命法宝后，4.0%使自身攻击增加50%，持续3回合	555	400					500		11	400
9	[本命]太荒剑	1	5	5063	122	809	太荒剑成为本命法宝后，4.5%使自身攻击增加50%，持续3回合	555	500					650		11	450
9	[本命]太荒剑	1	6	7594	128	809	太荒剑成为本命法宝后，5.0%使自身攻击增加50%，持续3回合	555	600					800		11	500
9	[本命]太荒剑	1	7	11391	134	809	太荒剑成为本命法宝后，5.5%使自身攻击增加50%，持续3回合	555	700					950		11	550
9	[本命]太荒剑	1	8	17086	141	809	太荒剑成为本命法宝后，6.0%使自身攻击增加50%，持续3回合	555	800					1100		11	600
9	[本命]太荒剑	1	9	25629	148	809	太荒剑成为本命法宝后，6.5%使自身攻击增加50%，持续3回合	555	900					1250		11	650
9	[本命]太荒剑	1	10	38443	155	809	太荒剑成为本命法宝后，7.0%使自身攻击增加50%，持续3回合	555	1000					1400		11	700
9	[本命]太荒剑	1	11	57665	163	809	太荒剑成为本命法宝后，7.5%使自身攻击增加50%，持续3回合	555	1100					1550		11	750
9	[本命]太荒剑	1	12	86498	171	809	太荒剑成为本命法宝后，8.0%使自身攻击增加50%，持续3回合	555	1200					1700		11	800
9	[本命]太荒剑	1	13	129746	180	809	太荒剑成为本命法宝后，8.5%使自身攻击增加50%，持续3回合	555	1300					1850		11	850
9	[本命]太荒剑	1	14	194620	189	809	太荒剑成为本命法宝后，9.0%使自身攻击增加50%，持续3回合	555	1400					2000		11	900
9	[本命]太荒剑	1	15	291929	198	809	太荒剑成为本命法宝后，9.5%使自身攻击增加50%，持续3回合	555	1500					2150		11	950
9	[本命]太荒剑	1	16	437894	208	809	太荒剑成为本命法宝后，10.0%使自身攻击增加50%，持续3回合	555	1600					2300		11	1000
9	[本命]太荒剑	1	17	656841	218	809	太荒剑成为本命法宝后，10.5%使自身攻击增加50%，持续3回合	555	1700					2450		11	1050
9	[本命]太荒剑	1	18	985261	229	809	太荒剑成为本命法宝后，11.0%使自身攻击增加50%，持续3回合	555	1800					2600		11	1100
10	[本命]天问剑	1	1	1000	100	809	天问剑成为本命法宝后，攻击增加2.5%攻击增加使自身防御增加50%，持续3回合	563	100					50		10	250
10	[本命]天问剑	1	2	1500	105	809	天问剑成为本命法宝后，攻击增加3.0%攻击增加使自身防御增加50%，持续3回合	563	200					200		10	300
10	[本命]天问剑	1	3	2250	110	809	天问剑成为本命法宝后，攻击增加3.5%攻击增加使自身防御增加50%，持续3回合	563	300					350		10	350
10	[本命]天问剑	1	4	3375	116	809	天问剑成为本命法宝后，攻击增加4.0%攻击增加使自身防御增加50%，持续3回合	563	400					500		10	400
10	[本命]天问剑	1	5	5063	122	809	天问剑成为本命法宝后，攻击增加4.5%攻击增加使自身防御增加50%，持续3回合	563	500					650		10	450
10	[本命]天问剑	1	6	7594	128	809	天问剑成为本命法宝后，攻击增加5.0%攻击增加使自身防御增加50%，持续3回合	563	600					800		10	500
10	[本命]天问剑	1	7	11391	134	809	天问剑成为本命法宝后，攻击增加5.5%攻击增加使自身防御增加50%，持续3回合	563	700					950		10	550
10	[本命]天问剑	1	8	17086	141	809	天问剑成为本命法宝后，攻击增加6.0%攻击增加使自身防御增加50%，持续3回合	563	800					1100		10	600
10	[本命]天问剑	1	9	25629	148	809	天问剑成为本命法宝后，攻击增加6.5%攻击增加使自身防御增加50%，持续3回合	563	900					1250		10	650
10	[本命]天问剑	1	10	38443	155	809	天问剑成为本命法宝后，攻击增加7.0%攻击增加使自身防御增加50%，持续3回合	563	1000					1400		10	700
10	[本命]天问剑	1	11	57665	163	809	天问剑成为本命法宝后，攻击增加7.5%攻击增加使自身防御增加50%，持续3回合	563	1100					1550		10	750
10	[本命]天问剑	1	12	86498	171	809	天问剑成为本命法宝后，攻击增加8.0%攻击增加使自身防御增加50%，持续3回合	563	1200					1700		10	800
10	[本命]天问剑	1	13	129746	180	809	天问剑成为本命法宝后，攻击增加8.5%攻击增加使自身防御增加50%，持续3回合	563	1300					1850		10	850
10	[本命]天问剑	1	14	194620	189	809	天问剑成为本命法宝后，攻击增加9.0%攻击增加使自身防御增加50%，持续3回合	563	1400					2000		10	900
10	[本命]天问剑	1	15	291929	198	809	天问剑成为本命法宝后，攻击增加9.5%攻击增加使自身防御增加50%，持续3回合	563	1500					2150		10	950
10	[本命]天问剑	1	16	437894	208	809	天问剑成为本命法宝后，攻击增加10.0%攻击增加使自身防御增加50%，持续3回合	563	1600					2300		10	1000
10	[本命]天问剑	1	17	656841	218	809	天问剑成为本命法宝后，攻击增加10.5%攻击增加使自身防御增加50%，持续3回合	563	1700					2450		10	1050
10	[本命]天问剑	1	18	985261	229	809	天问剑成为本命法宝后，攻击增加11.0%攻击增加使自身防御增加50%，持续3回合	563	1800					2600		10	1100
11	[本命]两仪靴	1	1	1000	100	809	两仪靴成为本命法宝后，2.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			100		20			7	250
11	[本命]两仪靴	1	2	1500	105	809	两仪靴成为本命法宝后，3.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			220		40			7	300
11	[本命]两仪靴	1	3	2250	110	809	两仪靴成为本命法宝后，3.5%使自身进入灵动状态，闪避一切伤害，持续3回合	531			340		60			7	350
11	[本命]两仪靴	1	4	3375	116	809	两仪靴成为本命法宝后，4.0%使自身进入灵动状态，闪避一切伤害，持续3回合	531			460		80			7	400
