ID_XBXXZ	Name_XBXXZ	FiveElements_XBXXZ	Level_XBXXZ	Type_XBXXZ	Effect_XBXXZ	LevelLimit_XBXXZ	UpType_XBXXZ	InitValue_XBXXZ	UpdataValue_XBXXZ	Cost2_XBXXZ	Cost3_XBXXZ	Cost4_XBXXZ	Cost5_XBXXZ	Cost6_XBXXZ	Cost7_XBXXZ	Cost8_XBXXZ	Cost9_XBXXZ	Cost10_XBXXZ
267	恶魔诀	4	6	邪派	增加自身攻击	10	4	54	54	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
268	死亡诀	5	6	邪派	增加自身攻击	10	4	60	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
269	凌云诀	1	6	正派	增加自身攻击	10	4	61	60	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
270	云霄诀	2	6	正派	增加自身攻击	10	4	67	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
271	华音诀	3	6	正派	增加自身攻击	10	4	68	65	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
272	天魔诀	4	6	邪派	增加自身攻击	10	4	65	66	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
273	玄灵诀	5	7	正派	增加自身攻击	10	4	71	71	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
274	浩天诀	1	7	正派	增加自身攻击	10	4	72	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
275	紫门诀	2	7	正派	增加自身攻击	10	4	73	72	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
276	碧凌诀	3	7	中立	增加自身攻击	10	4	71	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
277	魔泯诀	4	7	邪派	增加自身攻击	10	4	72	73	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
278	碧宵诀	5	7	正派	增加自身攻击	10	4	75	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
279	玉女诀	1	7	正派	增加自身攻击	10	4	76	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
280	天道诀	2	7	正派	增加自身攻击	10	4	77	75	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
281	天衍诀	3	7	正派	增加自身攻击	10	4	83	80	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
282	百媚诀	4	7	邪派	增加自身攻击	10	4	80	81	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
283	天鉴诀	5	8	正派	增加自身攻击	10	4	86	86	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
284	青云秘诀	1	8	正派	增加自身攻击	10	4	87	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
285	飘渺诀	2	8	正派	增加自身攻击	10	4	88	87	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
286	宵水诀	3	8	邪派	增加自身攻击	10	4	86	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
287	赤血诀	4	8	邪派	增加自身攻击	10	4	87	88	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
288	嗜魔诀	5	8	邪派	增加自身攻击	10	4	88	89	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
289	鬼王诀	1	8	邪派	增加自身攻击	10	4	94	94	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
290	紫霄诀	2	8	正派	增加自身攻击	10	4	100	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
291	无极诀	3	8	正派	增加自身攻击	10	4	101	100	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
292	魔神诀	4	9	邪派	增加自身攻击	10	4	112	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
293	万佛诀	5	9	中立	增加自身攻击	10	4	113	110	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
294	五灵诀	1	9	中立	增加自身攻击	10	4	110	111	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
295	玄天诀	2	9	正派	增加自身攻击	10	4	116	116	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
296	神兽诀	3	9	正派	增加自身攻击	10	4	117	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
297	天阳诀	4	9	正派	增加自身攻击	10	4	118	117	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
298	玄武诀	5	9	中立	增加自身攻击	10	4	116	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
299	蜀山诀	1	9	正派	增加自身攻击	10	4	117	118	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
300	极上遁术	2	1	正派	增加自身速度	10	3	5	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
301	虚空遁术	3	1	中立	增加自身速度	10	3	6	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
302	湖心遁术	4	1	邪派	增加自身速度	10	3	7	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
303	烈山遁术	5	1	邪派	增加自身速度	10	3	8	5	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
304	苍羽遁术	1	1	中立	增加自身速度	10	3	5	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
305	逍遥遁术	2	1	中立	增加自身速度	10	3	6	6	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
306	青霞遁术	3	1	正派	增加自身速度	10	3	7	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
307	黄泉遁术	4	1	邪派	增加自身速度	10	3	8	7	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
308	天心遁术	5	1	中立	增加自身速度	10	3	6	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
309	茅山遁术	1	1	正派	增加自身速度	10	3	7	8	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
310	龙虎遁术	2	1	正派	增加自身速度	10	3	8	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
311	斗狂遁术	3	1	邪派	增加自身速度	10	3	9	9	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
312	巨灵遁术	4	2	中立	增加自身速度	10	3	15	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
313	聚魔遁术	5	2	邪派	增加自身速度	10	3	16	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
314	衔月遁术	1	2	中立	增加自身速度	10	3	17	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
315	魁星遁术	2	2	正派	增加自身速度	10	3	18	15	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
316	照阳遁术	3	2	正派	增加自身速度	10	3	15	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
317	南紫遁术	4	2	中立	增加自身速度	10	3	16	16	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
318	天海遁术	5	2	正派	增加自身速度	10	3	17	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
319	神农遁术	1	2	中立	增加自身速度	10	3	18	17	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
320	血煞遁术	2	2	邪派	增加自身速度	10	3	16	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
321	仙侣遁术	3	2	中立	增加自身速度	10	3	17	18	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
322	天华遁术	4	3	正派	增加自身速度	10	3	20	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
323	九黎遁术	5	3	中立	增加自身速度	10	3	21	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
324	月音遁术	1	3	邪派	增加自身速度	10	3	22	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
325	归一遁术	2	3	正派	增加自身速度	10	3	23	20	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
326	五行遁术	3	3	正派	增加自身速度	10	3	20	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
327	潜龙遁术	4	3	中立	增加自身速度	10	3	21	21	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
328	神意遁术	5	3	正派	增加自身速度	10	3	22	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
329	寒毒遁术	1	3	邪派	增加自身速度	10	3	23	22	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
330	青羽遁术	2	3	正派	增加自身速度	10	3	21	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
331	古月遁术	3	3	正派	增加自身速度	10	3	22	23	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
332	斩棘遁术	4	3	邪派	增加自身速度	10	3	23	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
333	菩提遁术	5	3	正派	增加自身速度	10	3	24	24	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
334	风清遁术	1	3	正派	增加自身速度	10	3	30	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
335	无极遁术	2	3	正派	增加自身速度	10	3	31	30	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
336	天音遁术	3	4	中立	增加自身速度	10	3	37	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
337	灵山遁术	4	4	中立	增加自身速度	10	3	38	35	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
338	法华遁术	5	4	正派	增加自身速度	10	3	35	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
339	金顶遁术	1	4	中立	增加自身速度	10	3	36	36	100	5000	25000	125000	625000	2600000	7800000	16000000	33000000
